time,patch_id,time_in_patch,reward,cumulative_patch_reward,prob_reward,rewards_in_patch,failures_in_patch,consecutive_failures,patch_entry_time
1,0,1,5,5,0.9,1,0,0.0,0.0
2,0,2,5,10,0.7904862658184875,2,0,0.0,0.0
3,0,3,5,15,0.6942983738307293,3,0,0.0,0.0
4,0,4,5,20,0.609814809881446,4,0,0.0,0.0
5,0,5,0,20,0.5356113687822168,4,1,1.0,0.0
6,0,6,0,20,0.4704371453762037,4,2,2.0,0.0
9,-1,3,0,0,0.0,0,0,,
10,1,1,0,0,0.4,0,1,1.0,9.0
11,1,2,0,0,0.3513272292526611,0,2,2.0,9.0
14,-1,3,0,0,0.0,0,0,,
15,0,1,5,5,0.9,1,0,0.0,14.0
16,0,2,5,10,0.7904862658184875,2,0,0.0,14.0
17,0,3,5,15,0.6942983738307293,3,0,0.0,14.0
18,0,4,5,20,0.609814809881446,4,0,0.0,14.0
19,0,5,5,25,0.5356113687822168,5,0,0.0,14.0
20,0,6,0,25,0.4704371453762037,5,1,1.0,14.0
21,0,7,0,25,0.4131934470563824,5,2,2.0,14.0
24,-1,3,0,0,0.0,0,0,,
25,1,1,5,5,0.4,1,0,0.0,24.0
26,1,2,0,5,0.3513272292526611,1,1,1.0,24.0
27,1,3,0,5,0.30857705503587973,1,2,2.0,24.0
30,-1,3,0,0,0.0,0,0,,
31,1,1,5,5,0.4,1,0,0.0,30.0
32,1,2,0,5,0.3513272292526611,1,1,1.0,30.0
33,1,3,0,5,0.30857705503587973,1,2,2.0,30.0
36,-1,3,0,0,0.0,0,0,,
37,0,1,5,5,0.9,1,0,0.0,36.0
38,0,2,5,10,0.7904862658184875,2,0,0.0,36.0
39,0,3,5,15,0.6942983738307293,3,0,0.0,36.0
40,0,4,5,20,0.609814809881446,4,0,0.0,36.0
41,0,5,0,20,0.5356113687822168,4,1,1.0,36.0
42,0,6,0,20,0.4704371453762037,4,2,2.0,36.0
45,-1,3,0,0,0.0,0,0,,
46,1,1,5,5,0.4,1,0,0.0,45.0
47,1,2,0,5,0.3513272292526611,1,1,1.0,45.0
48,1,3,0,5,0.30857705503587973,1,2,2.0,45.0
51,-1,3,0,0,0.0,0,0,,
52,1,1,5,5,0.4,1,0,0.0,51.0
53,1,2,5,10,0.3513272292526611,2,0,0.0,51.0
54,1,3,0,10,0.30857705503587973,2,1,1.0,51.0
55,1,4,0,10,0.2710288043917538,2,2,2.0,51.0
58,-1,3,0,0,0.0,0,0,,
59,0,1,5,5,0.9,1,0,0.0,58.0
60,0,2,0,5,0.7904862658184875,1,1,1.0,58.0
61,0,3,5,10,0.6942983738307293,2,1,0.0,58.0
62,0,4,0,10,0.609814809881446,2,2,1.0,58.0
